ticker,date,open,high,low,close
CHAI,2023-12-13,25.7024,25.87,25.7,25.7
CHAI,2023-12-14,25.635,25.82,25.635,25.7065
CHAI,2023-12-15,25.5899,25.5899,25.5361,25.5469
CHAI,2023-12-18,25.73,25.75,25.68,25.69
CHAI,2023-12-19,25.78,25.78,25.722,25.73
CHAI,2023-12-20,25.78,25.87,25.78,25.8125
CHAI,2023-12-21,25.95,25.95,25.95,25.95
CHAI,2023-12-22,25.95,25.95,25.84,25.8666
CHAI,2023-12-26,25.83,25.8455,25.83,25.8455
CHAI,2023-12-27,25.88,25.945,25.88,25.9244
CHAI,2023-12-28,25.78,25.8644,25.78,25.8644
CHAI,2023-12-29,25.915,25.94,25.8875,25.8875
CHAI,2024-01-02,25.75,25.755,25.65,25.65
CHAI,2024-01-03,25.5875,25.5875,25.5875,25.5875
CHAI,2024-01-04,25.56,25.56,25.54,25.54
CHAI,2024-01-05,25.41,25.41,25.382,25.3999
CHAI,2024-01-08,25.3484,25.3484,25.3484,25.3484
CHAI,2024-01-09,25.23,25.23,25.205,25.205
CHAI,2024-01-10,25.2,25.2,25.175,25.175
CHAI,2024-01-11,25.16,25.32,25.16,25.32
CHAI,2024-01-12,25.3,25.38,25.3,25.3
CHAI,2024-01-16,25.09,25.09,24.93,24.96
CHAI,2024-01-17,24.92,24.96,24.92,24.96
CHAI,2024-01-18,25.0169,25.0169,25.0169,25.0169
CHAI,2024-01-19,25.07,25.1,25.0648,25.0945
CHAI,2024-01-22,25.0144,25.0144,25.0103,25.0103
CHAI,2024-01-23,24.9722,24.9722,24.9722,24.9722
CHAI,2024-01-24,25.11,25.1398,25.1017,25.13
CHAI,2024-01-25,25.2,25.225,25.2,25.225
CHAI,2024-01-26,25.28,25.28,25.2,25.2354
CHAI,2024-01-29,25.3996,25.4495,25.3996,25.4495
CHAI,2024-01-30,25.3287,25.3767,25.3287,25.3767
CHAI,2024-01-31,25.48,25.48,25.3986,25.3986
CHAI,2024-02-01,25.47,25.57,25.47,25.545
CHAI,2024-02-02,25.46,25.46,25.34,25.455
CHAI,2024-02-05,25.48,25.48,25.35,25.4
CHAI,2024-02-06,25.5904,25.5904,25.57,25.57
CHAI,2024-02-07,25.512,25.512,25.512,25.512
CHAI,2024-02-08,25.405,25.41,25.405,25.41
CHAI,2024-02-09,25.4,25.4,25.4,25.4
CHAI,2024-02-12,25.47,25.52,25.44,25.4849
CHAI,2024-02-13,25.4,25.4,25.29,25.29
CHAI,2024-02-14,25.4498,25.4498,25.4498,25.4498
CHAI,2024-02-15,25.5776,25.72,25.57,25.5816
CHAI,2024-02-16,25.5,25.5,25.5,25.5
CHAI,2024-02-20,25.39,25.39,25.3137,25.3137
CHAI,2024-02-21,25.37,25.37,25.3272,25.3272
CHAI,2024-02-22,25.4695,25.4695,25.4695,25.4695
CHAI,2024-02-23,25.5498,25.5498,25.5498,25.5498
CHAI,2024-02-26,25.56,25.56,25.476,25.476
CHAI,2024-02-27,25.61,25.61,25.5649,25.5649
CHAI,2024-02-28,25.68,25.68,25.6433,25.652
CHAI,2024-02-29,25.74,25.74,25.685,25.6898
CHAI,2024-03-01,25.8216,25.8216,25.8216,25.8216
CHAI,2024-03-04,25.65,25.7155,25.65,25.7155
CHAI,2024-03-05,25.64,25.6409,25.64,25.6409
CHAI,2024-03-06,25.7197,25.7197,25.7197,25.7197
CHAI,2024-03-07,25.81,25.81,25.81,25.81
CHAI,2024-03-08,25.79,25.79,25.79,25.79
CHAI,2024-03-11,25.68,25.68,25.5889,25.5889
CHAI,2024-03-12,25.465,25.465,25.465,25.465
CHAI,2024-03-13,25.49,25.5438,25.49,25.5438
CHAI,2024-03-14,25.38,25.4149,25.38,25.4149
CHAI,2024-03-15,25.3046,25.3046,25.3046,25.3046
CHAI,2024-03-18,25.401,25.401,25.395,25.395
CHAI,2024-03-19,25.4144,25.4144,25.4144,25.4144
CHAI,2024-03-20,25.5573,25.5573,25.5573,25.5573
CHAI,2024-03-21,25.7118,25.7118,25.7118,25.7118
CHAI,2024-03-22,25.6729,25.6729,25.6729,25.6729
CHAI,2024-03-25,25.6021,25.6021,25.6021,25.6021
CHAI,2024-03-26,25.53,25.53,25.53,25.53
CHAI,2024-03-27,25.4677,25.4677,25.4677,25.4677
CHAI,2024-03-28,25.4081,25.4081,25.4081,25.4081
CHAI,2024-04-01,25.1637,25.1637,25.1637,25.1637
CHAI,2024-04-02,25.13,25.13,25.13,25.13
CHAI,2024-04-03,25.19,25.19,25.1681,25.1681
CHAI,2024-04-04,25.06,25.06,24.9089,24.9089
CHAI,2024-04-05,24.7901,24.8228,24.79,24.8074
CHAI,2024-04-08,25.13,25.13,25.0856,25.0856
CHAI,2024-04-09,25.14,25.14,25.1286,25.1286
CHAI,2024-04-10,24.76,24.77,24.7446,24.7446
CHAI,2024-04-11,24.6515,24.7296,24.6515,24.7296
CHAI,2024-04-12,24.5601,24.5601,24.5601,24.5601
CHAI,2024-04-15,24.56,24.56,24.4698,24.4698
CHAI,2024-04-16,24.3595,24.3595,24.3595,24.3595
CHAI,2024-04-17,24.295,24.295,24.2767,24.2767
CHAI,2024-04-18,24.25,24.25,24.25,24.25
CHAI,2024-04-19,24.3767,24.3767,24.35,24.35
CHAI,2024-04-22,24.38,24.4466,24.38,24.4466
CHAI,2024-04-23,24.5,24.5,24.4796,24.4796
CHAI,2024-04-24,24.285,24.2947,24.285,24.2947
CHAI,2024-04-25,24.205,24.205,24.205,24.205
CHAI,2024-04-26,24.2872,24.2872,24.2872,24.2872
CHAI,2024-04-29,24.48,24.5373,24.48,24.5373
CHAI,2024-04-30,24.39,24.445,24.39,24.4356
CHAI,2024-05-01,24.54,24.54,24.4832,24.4832
CHAI,2024-05-02,24.7254,24.7254,24.7254,24.7254
CHAI,2024-05-03,24.8567,24.8567,24.8567,24.8567
CHAI,2024-05-06,24.69,24.7524,24.69,24.7524
CHAI,2024-05-07,24.79,24.843,24.76,24.843
CHAI,2024-05-08,24.7592,24.7592,24.7592,24.7592
CHAI,2024-05-09,24.6903,24.7599,24.66,24.7599
CHAI,2024-05-10,24.7866,24.7866,24.7866,24.7866
CHAI,2024-05-13,24.8187,24.8187,24.8187,24.8187
CHAI,2024-05-14,24.9505,24.9505,24.9505,24.9505
CHAI,2024-05-15,25.122,25.122,25.122,25.122
CHAI,2024-05-16,25.065,25.065,25.0624,25.0624
CHAI,2024-05-17,24.88,24.88,24.88,24.88
CHAI,2024-05-20,24.885,24.885,24.885,24.885
CHAI,2024-05-21,24.9007,24.9007,24.895,24.895
CHAI,2024-05-22,24.92,24.92,24.9,24.9
CHAI,2024-05-23,24.91,24.91,24.91,24.91
CHAI,2025-10-07,14.01,14.25,7.75,8.41
CHAI,2025-10-08,8.08,8.08,6.48,7.17
CHAI,2025-10-09,7.03,7.13,6.06037,6.14
CHAI,2025-10-10,6.19,6.278,5.1001,5.27
CHAI,2025-10-13,5.46,6.1435,5.21,5.75
CHAI,2025-10-14,5.5,5.5,5.17,5.17
CHAI,2025-10-15,5.21,5.21,4.45,4.85
CHAI,2025-10-16,4.73,4.92,4.4,4.42
CHAI,2025-10-17,4.3,4.5684,4.0105,4.3
CHAI,2025-10-20,4.35,5.11,4.34,5.09
CHAI,2025-10-21,5.07,5.19,4.63,4.64
CHAI,2025-10-22,4.51,4.9399,4.51,4.58
CHAI,2025-10-23,4.58,5.3999,4.58,5.12
CHAI,2025-10-24,5.05,5.19,4.75,4.75
CHAI,2025-10-27,4.93,5.06,4.4501,4.54
CHAI,2025-10-28,4.47,4.8388,4.35,4.55
CHAI,2025-10-29,4.59,4.6999,4.31,4.355
CHAI,2025-10-30,4.3,4.38,4.08,4.16
CHAI,2025-10-31,4.11,4.3299,4.07,4.2
CHAI,2025-11-03,4.15,4.2803,3.78,3.9
CHAI,2025-11-04,3.87,3.9554,3.565,3.67
CHAI,2025-11-05,3.54,3.9699,3.5,3.76
